ℝ³→ℝ,3520,1,,false
X (nm),Y (nm),Z (nm),n (# electrons)
1.3530000000000002e-9,-1.4319844946036909e-10,-2.9974214258379065e-9,0.8400190248259854
1.23e-9,-7.100000000000085e-11,-3.0000000000000004e-9,0.49985017966220247
1.23e-9,7.099999999999915e-11,-3.0000000000000004e-9,0.27731605103176526
1.3530000000000002e-9,1.4319844946036875e-10,-2.9974214258379065e-9,0.11383892014437291
1.3530000000000002e-9,2.848366497350248e-10,-2.9872912618236158e-9,0.3616747906898883
1.23e-9,3.5666719244630887e-10,-2.9795686791602018e-9,0.926273606613633
1.23e-9,4.972218371934013e-10,-2.9593599721253956e-9,0.24379532377438695
1.3530000000000002e-9,5.683184411749778e-10,-2.94653273347174e-9,0.47281719521598387
1.3530000000000002e-9,7.070732961428826e-10,-2.9163484623552176e-9,0.13618782396620954
1.23e-9,7.770736693976598e-10,-2.898481932379234e-9,0.3949524930708287
1.23e-9,9.133216716509184e-10,-2.858475909307751e-9,0.34882017775055774
1.3530000000000002e-9,9.818691083223119e-10,-2.8356611317508216e-9,0.12056539882398554
1.3530000000000002e-9,1.114915969272278e-9,-2.7860372182477494e-9,0.9169429377106135
1.23e-9,1.1816611673354884e-9,-2.7583904519866895e-9,0.3459078628748605
1.23e-9,1.31082891067583e-9,-2.6994015201404215e-9,0.004064389420713743
1.3530000000000002e-9,1.3754317519008958e-9,-2.6670636467588913e-9,0.4948455309068217
1.3530000000000002e-9,1.500062168419446e-9,-2.599010290644643e-9,0.8026161421283128
1.23e-9,1.562193451535778e-9,-2.562146096532892e-9,0.5556719601513722
1.23e-9,1.6816514531978057e-9,-2.485375100454197e-9,0.9158248299998198
1.3530000000000002e-9,1.7409945714284114e-9,-2.444172437095387e-9,0.7305486385768042
1.3530000000000002e-9,1.8546714276396707e-9,-2.359075008450776e-9,0.5016278187580948
1.23e-9,1.910923982056703e-9,-2.3137438351728904e-9,0.0988823011809209
1.23e-9,2.0182404216150073e-9,-2.22075361095266e-9,0.32833552179723624
1.3530000000000002e-9,2.071115762095398e-9,-2.1715249250238876e-9,0.024542299843876236
1.3530000000000002e-9,2.1715249250238876e-9,-2.071115762095398e-9,0.983239090769985
1.23e-9,2.2207536109526597e-9,-2.018240421615008e-9,0.6754375258898329
1.23e-9,2.31374383517289e-9,-1.9109239820567037e-9,0.19694462573766724
1.3530000000000002e-9,2.3590750084507755e-9,-1.854671427639671e-9,0.12874519917591887
1.3530000000000002e-9,2.4441724370953867e-9,-1.7409945714284118e-9,0.9057132974743858
1.23e-9,2.4853751004541962e-9,-1.6816514531978074e-9,0.5347262393053142
1.23e-9,2.5621460965328914e-9,-1.5621934515357797e-9,0.9487258800460544
1.3530000000000002e-9,2.599010290644643e-9,-1.5000621684194452e-9,0.20459294886328772
1.3530000000000002e-9,2.6670636467588913e-9,-1.375431751900895e-9,0.10786230674260544
1.23e-9,2.699401520140421e-9,-1.3108289106758312e-9,0.2329621568784619
1.23e-9,2.758390451986689e-9,-1.1816611673354896e-9,0.6813570364265281
1.3530000000000002e-9,2.786037218247749e-9,-1.1149159692722791e-9,0.29496779187323274
1.3530000000000002e-9,2.8356611317508212e-9,-9.81869108322313e-10,0.7030965504808868
1.23e-9,2.858475909307751e-9,-9.133216716509184e-10,0.8901506584269318
1.23e-9,2.898481932379234e-9,-7.770736693976598e-10,0.6042332987581025
1.3530000000000002e-9,2.9163484623552172e-9,-7.070732961428836e-10,0.8688196788158447
1.3530000000000002e-9,2.9465327334717396e-9,-5.683184411749791e-10,0.663438209671352
1.23e-9,2.959359972125395e-9,-4.972218371934018e-10,0.5827608770338703
1.23e-9,2.9795686791602014e-9,-3.5666719244630933e-10,0.4412254996318815
1.3530000000000002e-9,2.9872912618236158e-9,-2.848366497350253e-10,0.18300144116687855
1.3530000000000002e-9,2.9974214258379065e-9,-1.431984494603693e-10,0.043526318518983365
1.23e-9,3.0000000000000004e-9,-7.10000000000017e-11,0.5509400431210048
1.23e-9,3.0000000000000004e-9,7.09999999999983e-11,0.5638899764790206
1.3530000000000002e-9,2.9974214258379065e-9,1.4319844946036854e-10,0.5682883523388524
1.3530000000000002e-9,2.9872912618236158e-9,2.8483664973502457e-10,0.060683038233028785
1.23e-9,2.9795686791602018e-9,3.566671924463086e-10,0.4889051306584902
1.23e-9,2.9593599721253956e-9,4.972218371934011e-10,0.5974734017640143
1.3530000000000002e-9,2.94653273347174e-9,5.683184411749783e-10,0.12304941147759185
1.3530000000000002e-9,2.9163484623552176e-9,7.07073296142883e-10,0.14634386179112502
1.23e-9,2.8984819323792343e-9,7.77073669397659e-10,0.6230273356925127
1.23e-9,2.8584759093077516e-9,9.133216716509176e-10,0.14919038599349288
1.3530000000000002e-9,2.835661131750822e-9,9.81869108322311e-10,0.04821433366086125
1.3530000000000002e-9,2.78603721824775e-9,1.1149159692722773e-9,0.14743594969642604
1.23e-9,2.7583904519866895e-9,1.1816611673354888e-9,0.7854814589724111
1.23e-9,2.6994015201404215e-9,1.3108289106758304e-9,0.270834393442301
1.3530000000000002e-9,2.6670636467588917e-9,1.3754317519008944e-9,0.535090167428618
1.3530000000000002e-9,2.5990102906446433e-9,1.5000621684194446e-9,0.3686201629119916
1.23e-9,2.5621460965328914e-9,1.5621934515357791e-9,0.7852198185693404
1.23e-9,2.4853751004541962e-9,1.6816514531978068e-9,0.040535237611824426
1.3530000000000002e-9,2.444172437095387e-9,1.7409945714284111e-9,0.7292325952368689
1.3530000000000002e-9,2.359075008450776e-9,1.8546714276396704e-9,0.07715478804136355
1.23e-9,2.3137438351728904e-9,1.910923982056703e-9,0.5486306009011069
1.23e-9,2.22075361095266e-9,2.0182404216150073e-9,0.053335282880043855
1.3530000000000002e-9,2.171524925023887e-9,2.0711157620953985e-9,0.879787783739455
1.3530000000000002e-9,2.0711157620953977e-9,2.171524925023888e-9,0.7621172744346311
1.23e-9,2.018240421615008e-9,2.2207536109526597e-9,0.7395615785404726
1.23e-9,1.9109239820567037e-9,2.31374383517289e-9,0.12780705633258493
1.3530000000000002e-9,1.854671427639671e-9,2.3590750084507755e-9,0.8239477377731748
1.3530000000000002e-9,1.7409945714284118e-9,2.4441724370953867e-9,0.7136439148502494
1.23e-9,1.6816514531978063e-9,2.4853751004541966e-9,0.7052774990181889
1.23e-9,1.5621934515357787e-9,2.5621460965328918e-9,0.6087055585167916
1.3530000000000002e-9,1.5000621684194467e-9,2.5990102906446425e-9,0.8434990330467463
1.3530000000000002e-9,1.3754317519008964e-9,2.667063646758891e-9,0.5808598742481255
1.23e-9,1.3108289106758324e-9,2.6994015201404203e-9,0.2407879953658154
1.23e-9,1.1816611673354908e-9,2.7583904519866882e-9,0.21024051625257245
1.3530000000000002e-9,1.1149159692722793e-9,2.786037218247749e-9,0.1801341156206624
1.3530000000000002e-9,9.818691083223131e-10,2.8356611317508212e-9,0.20026344308974053
1.23e-9,9.133216716509186e-10,2.858475909307751e-9,0.7902529580573293
1.23e-9,7.7707366939766e-10,2.898481932379234e-9,0.41545648296664717
1.3530000000000002e-9,7.070732961428813e-10,2.916348462355218e-9,0.23622899542464126
1.3530000000000002e-9,5.683184411749766e-10,2.9465327334717404e-9,0.875879585041888
1.23e-9,4.97221837193402e-10,2.959359972125395e-9,0.81090860857045
1.23e-9,3.5666719244630954e-10,2.9795686791602014e-9,0.7348826924089334
1.3530000000000002e-9,2.848366497350268e-10,2.9872912618236158e-9,0.06827691704992722
1.3530000000000002e-9,1.431984494603708e-10,2.9974214258379065e-9,0.7925361984148002
1.23e-9,7.100000000000056e-11,3.0000000000000004e-9,0.07153998246302651
1.23e-9,-7.099999999999944e-11,3.0000000000000004e-9,0.6475230284182361
1.3530000000000002e-9,-1.4319844946036702e-10,2.9974214258379065e-9,0.89094758038298
1.3530000000000002e-9,-2.8483664973502307e-10,2.9872912618236158e-9,0.4278991221106325
1.23e-9,-3.5666719244630846e-10,2.9795686791602018e-9,0.932917232099256
1.23e-9,-4.972218371934009e-10,2.9593599721253956e-9,0.33612532389717986
1.3530000000000002e-9,-5.68318441174978e-10,2.94653273347174e-9,0.8273583406543714
1.3530000000000002e-9,-7.070732961428828e-10,2.9163484623552176e-9,0.20999124417510484
1.23e-9,-7.770736693976589e-10,2.8984819323792343e-9,0.15552534713010768
1.23e-9,-9.133216716509175e-10,2.8584759093077516e-9,0.3973193556241873
1.3530000000000002e-9,-9.81869108322312e-10,2.8356611317508216e-9,0.27998726000300445
1.3530000000000002e-9,-1.1149159692722783e-9,2.7860372182477494e-9,0.39152472787491244
1.23e-9,-1.1816611673354875e-9,2.75839045198669e-9,0.5720176940661993
1.23e-9,-1.3108289106758291e-9,2.699401520140422e-9,0.8393640746460653
1.3530000000000002e-9,-1.3754317519008954e-9,2.6670636467588913e-9,0.8913068619041965
1.3530000000000002e-9,-1.5000621684194457e-9,2.599010290644643e-9,0.5178881702072728
1.23e-9,-1.5621934515357802e-9,2.562146096532891e-9,0.706820030465457
1.23e-9,-1.6816514531978078e-9,2.485375100454196e-9,0.6992756702356728
1.3530000000000002e-9,-1.7409945714284111e-9,2.4441724370953875e-9,0.11855573191032909
1.3530000000000002e-9,-1.8546714276396704e-9,2.3590750084507763e-9,0.47233877680766667
1.23e-9,-1.9109239820567017e-9,2.3137438351728916e-9,0.8545069337756455
1.23e-9,-2.018240421615006e-9,2.2207536109526614e-9,0.7191470702428456
1.3530000000000002e-9,-2.0711157620953977e-9,2.171524925023888e-9,0.13465624835332435
1.3530000000000002e-9,-2.171524925023887e-9,2.0711157620953985e-9,0.05027557822969764
1.23e-9,-2.2207536109526585e-9,2.0182404216150094e-9,0.7527887123398119
1.23e-9,-2.3137438351728887e-9,1.910923982056705e-9,0.7335794492658755
1.3530000000000002e-9,-2.3590750084507755e-9,1.8546714276396715e-9,0.9755209349260748
1.3530000000000002e-9,-2.4441724370953867e-9,1.7409945714284122e-9,0.6327417484619517
1.23e-9,-2.4853751004541962e-9,1.6816514531978063e-9,0.29547692500747724
1.23e-9,-2.5621460965328914e-9,1.5621934515357787e-9,0.06359043967091016
1.3530000000000002e-9,-2.5990102906446425e-9,1.500062168419447e-9,0.8306122999894039
1.3530000000000002e-9,-2.667063646758891e-9,1.3754317519008966e-9,0.48927054136044357
1.23e-9,-2.6994015201404203e-9,1.3108289106758326e-9,0.2746013198897179
1.23e-9,-2.7583904519866882e-9,1.181661167335491e-9,0.6858542646601271
1.3530000000000002e-9,-2.78603721824775e-9,1.114915969272277e-9,0.9343659272432052
1.3530000000000002e-9,-2.835661131750822e-9,9.818691083223108e-10,0.8612929627058534
1.23e-9,-2.858475909307751e-9,9.133216716509188e-10,0.8962324510348455
1.23e-9,-2.898481932379234e-9,7.770736693976602e-10,0.5768519605780361
1.3530000000000002e-9,-2.9163484623552172e-9,7.07073296142884e-10,0.7027810135233217
1.3530000000000002e-9,-2.9465327334717396e-9,5.683184411749795e-10,0.9823524235193574
1.23e-9,-2.959359972125395e-9,4.972218371934022e-10,0.011857800742684499
1.23e-9,-2.9795686791602014e-9,3.5666719244630975e-10,0.1055382498026004
1.3530000000000002e-9,-2.9872912618236158e-9,2.8483664973502695e-10,0.5211202650260628
1.3530000000000002e-9,-2.9974214258379065e-9,1.4319844946037097e-10,0.9992613038354262
1.4760000000000003e-9,-3.0000000000000004e-9,7.1e-11,0.857197233306167
1.4760000000000003e-9,-3.0000000000000004e-9,-7.1e-11,0.5511262864875363
1.5990000000000002e-9,-2.9974214258379065e-9,-1.4319844946036903e-10,0.46919880556092075
1.5990000000000002e-9,-2.9872912618236158e-9,-2.8483664973502503e-10,0.4462884843398577
1.4760000000000003e-9,-2.9795686791602014e-9,-3.566671924463093e-10,0.7568501438412242
1.4760000000000003e-9,-2.959359972125395e-9,-4.972218371934017e-10,0.4036858378238718
1.5990000000000002e-9,-2.94653273347174e-9,-5.683184411749776e-10,0.8313866587574265
1.5990000000000002e-9,-2.9163484623552176e-9,-7.070732961428824e-10,0.370276220060368
1.4760000000000003e-9,-2.898481932379234e-9,-7.770736693976598e-10,0.16264146288005843
1.4760000000000003e-9,-2.858475909307751e-9,-9.133216716509184e-10,0.1268393728760726
1.5990000000000002e-9,-2.8356611317508216e-9,-9.81869108322312e-10,0.016539785509676275
1.5990000000000002e-9,-2.7860372182477494e-9,-1.1149159692722783e-9,0.9406921529280391
1.4760000000000003e-9,-2.7583904519866895e-9,-1.1816611673354886e-9,0.8574823669587764
1.4760000000000003e-9,-2.6994015201404215e-9,-1.3108289106758302e-9,0.5019754859589735
1.5990000000000002e-9,-2.6670636467588913e-9,-1.3754317519008956e-9,0.5471049443115339
1.5990000000000002e-9,-2.599010290644643e-9,-1.5000621684194459e-9,0.22883370163679406
1.4760000000000003e-9,-2.5621460965328914e-9,-1.5621934515357791e-9,0.6576736903508478
1.4760000000000003e-9,-2.4853751004541962e-9,-1.6816514531978068e-9,0.2934654794354504
1.5990000000000002e-9,-2.444172437095387e-9,-1.7409945714284111e-9,0.9047390411729515
1.5990000000000002e-9,-2.359075008450776e-9,-1.8546714276396704e-9,0.35074592568477947
1.4760000000000003e-9,-2.3137438351728904e-9,-1.9109239820567033e-9,0.993008437098153
1.4760000000000003e-9,-2.22075361095266e-9,-2.0182404216150078e-9,0.7169015634568178
1.5990000000000002e-9,-2.171524925023888e-9,-2.071115762095398e-9,0.376307918069134
1.5990000000000002e-9,-2.0711157620953985e-9,-2.1715249250238876e-9,0.7677911542658197
1.4760000000000003e-9,-2.0182404216150078e-9,-2.22075361095266e-9,0.061640586664984065
1.4760000000000003e-9,-1.9109239820567033e-9,-2.3137438351728904e-9,0.07281659592732614
1.5990000000000002e-9,-1.8546714276396707e-9,-2.359075008450776e-9,0.7252856350635355
1.5990000000000002e-9,-1.7409945714284114e-9,-2.444172437095387e-9,0.8902537754946238
1.4760000000000003e-9,-1.681651453197807e-9,-2.4853751004541962e-9,0.7797662218880047
1.4760000000000003e-9,-1.5621934515357793e-9,-2.5621460965328914e-9,0.19865144731801887
1.5990000000000002e-9,-1.5000621684194463e-9,-2.599010290644643e-9,0.6625049880679292
1.5990000000000002e-9,-1.375431751900896e-9,-2.6670636467588913e-9,0.6855845918629413
1.4760000000000003e-9,-1.3108289106758304e-9,-2.6994015201404215e-9,0.7611614976079009
1.4760000000000003e-9,-1.1816611673354888e-9,-2.7583904519866895e-9,0.7770196072982085
1.5990000000000002e-9,-1.1149159692722785e-9,-2.7860372182477494e-9,0.4825735389685629
1.5990000000000002e-9,-9.818691083223123e-10,-2.8356611317508216e-9,0.7121420475831763
1.4760000000000003e-9,-9.133216716509188e-10,-2.858475909307751e-9,0.6367107023677667
1.4760000000000003e-9,-7.770736693976602e-10,-2.898481932379234e-9,0.19653458550283676
1.5990000000000002e-9,-7.070732961428828e-10,-2.9163484623552176e-9,0.2607992068728443
1.5990000000000002e-9,-5.683184411749783e-10,-2.94653273347174e-9,0.7197258810344989
1.4760000000000003e-9,-4.972218371934016e-10,-2.959359972125395e-9,0.1784211824771479
1.4760000000000003e-9,-3.566671924463092e-10,-2.9795686791602014e-9,0.9566097395057447
1.5990000000000002e-9,-2.848366497350251e-10,-2.9872912618236158e-9,0.6871828495114889
1.5990000000000002e-9,-1.4319844946036909e-10,-2.9974214258379065e-9,0.38411272390852214
1.4760000000000003e-9,-7.100000000000085e-11,-3.0000000000000004e-9,0.6039219226432059
1.4760000000000003e-9,7.099999999999915e-11,-3.0000000000000004e-9,0.7746685420097094
1.5990000000000002e-9,1.4319844946036875e-10,-2.9974214258379065e-9,0.6879288565486077
1.5990000000000002e-9,2.848366497350248e-10,-2.9872912618236158e-9,0.09515250137634179
1.4760000000000003e-9,3.5666719244630887e-10,-2.9795686791602018e-9,0.397545115996241
1.4760000000000003e-9,4.972218371934013e-10,-2.9593599721253956e-9,0.6214142985557902
1.5990000000000002e-9,5.683184411749778e-10,-2.94653273347174e-9,0.22035035595466512
1.5990000000000002e-9,7.070732961428826e-10,-2.9163484623552176e-9,0.4663725859370671
1.4760000000000003e-9,7.770736693976598e-10,-2.898481932379234e-9,0.26738640033586836
1.4760000000000003e-9,9.133216716509184e-10,-2.858475909307751e-9,0.44749743569889777
1.5990000000000002e-9,9.818691083223119e-10,-2.8356611317508216e-9,0.6321793874994723
1.5990000000000002e-9,1.114915969272278e-9,-2.7860372182477494e-9,0.7676020363628472
1.4760000000000003e-9,1.1816611673354884e-9,-2.7583904519866895e-9,0.5860892524162948
1.4760000000000003e-9,1.31082891067583e-9,-2.6994015201404215e-9,0.8471672965711459
1.5990000000000002e-9,1.3754317519008958e-9,-2.6670636467588913e-9,0.44218701588581166
1.5990000000000002e-9,1.500062168419446e-9,-2.599010290644643e-9,0.8007227552900696
1.4760000000000003e-9,1.562193451535778e-9,-2.562146096532892e-9,0.40370630002956187
1.4760000000000003e-9,1.6816514531978057e-9,-2.485375100454197e-9,0.7291651569422825
1.5990000000000002e-9,1.7409945714284114e-9,-2.444172437095387e-9,0.6024615243315902
1.5990000000000002e-9,1.8546714276396707e-9,-2.359075008450776e-9,0.7134443656955183
1.4760000000000003e-9,1.910923982056703e-9,-2.3137438351728904e-9,0.8305221646553854
1.4760000000000003e-9,2.0182404216150073e-9,-2.22075361095266e-9,0.11091548356037861
1.5990000000000002e-9,2.071115762095398e-9,-2.1715249250238876e-9,0.5337348332227447
1.5990000000000002e-9,2.1715249250238876e-9,-2.071115762095398e-9,0.6665023423422516
1.4760000000000003e-9,2.2207536109526597e-9,-2.018240421615008e-9,0.21771482059464664
1.4760000000000003e-9,2.31374383517289e-9,-1.9109239820567037e-9,0.03550397920810022
1.5990000000000002e-9,2.3590750084507755e-9,-1.854671427639671e-9,0.9432160447273161
1.5990000000000002e-9,2.4441724370953867e-9,-1.7409945714284118e-9,0.17702385592019798
1.4760000000000003e-9,2.4853751004541962e-9,-1.6816514531978074e-9,0.4975965596843147
1.4760000000000003e-9,2.5621460965328914e-9,-1.5621934515357797e-9,0.8541413998287005
1.5990000000000002e-9,2.599010290644643e-9,-1.5000621684194452e-9,0.29025290672991444
1.5990000000000002e-9,2.6670636467588913e-9,-1.375431751900895e-9,0.8172391459262217
1.4760000000000003e-9,2.699401520140421e-9,-1.3108289106758312e-9,0.29129420996995103
1.4760000000000003e-9,2.758390451986689e-9,-1.1816611673354896e-9,0.9664348402750166
1.5990000000000002e-9,2.786037218247749e-9,-1.1149159692722791e-9,0.3328732098482182
1.5990000000000002e-9,2.8356611317508212e-9,-9.81869108322313e-10,0.025825182388891532
1.4760000000000003e-9,2.858475909307751e-9,-9.133216716509184e-10,0.6941278388835214
1.4760000000000003e-9,2.898481932379234e-9,-7.770736693976598e-10,0.09437988147703513
1.5990000000000002e-9,2.9163484623552172e-9,-7.070732961428836e-10,0.6510108302599247
1.5990000000000002e-9,2.9465327334717396e-9,-5.683184411749791e-10,0.8671150710737537
1.4760000000000003e-9,2.959359972125395e-9,-4.972218371934018e-10,0.26783170580970794
1.4760000000000003e-9,2.9795686791602014e-9,-3.5666719244630933e-10,0.13809222444536384
1.5990000000000002e-9,2.9872912618236158e-9,-2.848366497350253e-10,0.8691910436090268
1.5990000000000002e-9,2.9974214258379065e-9,-1.431984494603693e-10,0.44354130444039697
1.4760000000000003e-9,3.0000000000000004e-9,-7.10000000000017e-11,0.5881231124111843
1.4760000000000003e-9,3.0000000000000004e-9,7.09999999999983e-11,0.38672060014478027
1.5990000000000002e-9,2.9974214258379065e-9,1.4319844946036854e-10,0.08342047621311077
1.5990000000000002e-9,2.9872912618236158e-9,2.8483664973502457e-10,0.9228313956373358
1.4760000000000003e-9,2.9795686791602018e-9,3.566671924463086e-10,0.03191352439180517
1.4760000000000003e-9,2.9593599721253956e-9,4.972218371934011e-10,0.9147310421702937
1.5990000000000002e-9,2.94653273347174e-9,5.683184411749783e-10,0.5595172387335605
1.5990000000000002e-9,2.9163484623552176e-9,7.07073296142883e-10,0.9252044018444041
1.4760000000000003e-9,2.8984819323792343e-9,7.77073669397659e-10,0.0592758179688293
1.4760000000000003e-9,2.8584759093077516e-9,9.133216716509176e-10,0.02994488379275273
1.5990000000000002e-9,2.835661131750822e-9,9.81869108322311e-10,0.8423011947779062
1.5990000000000002e-9,2.78603721824775e-9,1.1149159692722773e-9,0.6518480934555296
1.4760000000000003e-9,2.7583904519866895e-9,1.1816611673354888e-9,0.162738198242665
1.4760000000000003e-9,2.6994015201404215e-9,1.3108289106758304e-9,0.6793964544981459
1.5990000000000002e-9,2.6670636467588917e-9,1.3754317519008944e-9,0.16530435712396685
1.5990000000000002e-9,2.5990102906446433e-9,1.5000621684194446e-9,0.5466960252496107
1.4760000000000003e-9,2.5621460965328914e-9,1.5621934515357791e-9,0.1462973388381702
1.4760000000000003e-9,2.4853751004541962e-9,1.6816514531978068e-9,0.627347654969576
1.5990000000000002e-9,2.444172437095387e-9,1.7409945714284111e-9,0.984931807488811
1.5990000000000002e-9,2.359075008450776e-9,1.8546714276396704e-9,0.009353958536534757
1.4760000000000003e-9,2.3137438351728904e-9,1.910923982056703e-9,0.8550924563476935
1.4760000000000003e-9,2.22075361095266e-9,2.0182404216150073e-9,0.8488304955446406
1.5990000000000002e-9,2.171524925023887e-9,2.0711157620953985e-9,0.5458885418722262
1.5990000000000002e-9,2.0711157620953977e-9,2.171524925023888e-9,0.9295254688602091
1.4760000000000003e-9,2.018240421615008e-9,2.2207536109526597e-9,0.44684941526117017
1.4760000000000003e-9,1.9109239820567037e-9,2.31374383517289e-9,0.3180551271457779
1.5990000000000002e-9,1.854671427639671e-9,2.3590750084507755e-9,0.7567842755354786
1.5990000000000002e-9,1.7409945714284118e-9,2.4441724370953867e-9,0.4568010131393402
1.4760000000000003e-9,1.6816514531978063e-9,2.4853751004541966e-9,0.673135292939892
1.4760000000000003e-9,1.5621934515357787e-9,2.5621460965328918e-9,0.5758005587136273
1.5990000000000002e-9,1.5000621684194467e-9,2.5990102906446425e-9,0.7253860087448655
1.5990000000000002e-9,1.3754317519008964e-9,2.667063646758891e-9,0.7179342275839827
1.4760000000000003e-9,1.3108289106758324e-9,2.6994015201404203e-9,0.9639754781428523
1.4760000000000003e-9,1.1816611673354908e-9,2.7583904519866882e-9,0.7576902844227574
1.5990000000000002e-9,1.1149159692722793e-9,2.786037218247749e-9,0.07263586126388033
1.5990000000000002e-9,9.818691083223131e-10,2.8356611317508212e-9,0.9082313344236015
1.4760000000000003e-9,9.133216716509186e-10,2.858475909307751e-9,0.21492545977505495
1.4760000000000003e-9,7.7707366939766e-10,2.898481932379234e-9,0.2422734313762127
1.5990000000000002e-9,7.070732961428813e-10,2.916348462355218e-9,0.005665159096614247
1.5990000000000002e-9,5.683184411749766e-10,2.9465327334717404e-9,0.7794249057737626
1.4760000000000003e-9,4.97221837193402e-10,2.959359972125395e-9,0.11871654474163895
1.4760000000000003e-9,3.5666719244630954e-10,2.9795686791602014e-9,0.7168485703824975
1.5990000000000002e-9,2.848366497350268e-10,2.9872912618236158e-9,0.9348916009701269
1.5990000000000002e-9,1.431984494603708e-10,2.9974214258379065e-9,0.024318080151061183
1.4760000000000003e-9,7.100000000000056e-11,3.0000000000000004e-9,0.9338279970462651
1.4760000000000003e-9,-7.099999999999944e-11,3.0000000000000004e-9,0.8678796787623927
1.5990000000000002e-9,-1.4319844946036702e-10,2.9974214258379065e-9,0.8364599984636744
1.5990000000000002e-9,-2.8483664973502307e-10,2.9872912618236158e-9,0.4439999636767792
1.4760000000000003e-9,-3.5666719244630846e-10,2.9795686791602018e-9,0.9317098974234698
1.4760000000000003e-9,-4.972218371934009e-10,2.9593599721253956e-9,0.35084146731957866
1.5990000000000002e-9,-5.68318441174978e-10,2.94653273347174e-9,0.6577252478279946
1.5990000000000002e-9,-7.070732961428828e-10,2.9163484623552176e-9,0.9311453766863311
1.4760000000000003e-9,-7.770736693976589e-10,2.8984819323792343e-9,0.755777352433145
1.4760000000000003e-9,-9.133216716509175e-10,2.8584759093077516e-9,0.7543791467399482
1.5990000000000002e-9,-9.81869108322312e-10,2.8356611317508216e-9,0.9200735588913098
1.5990000000000002e-9,-1.1149159692722783e-9,2.7860372182477494e-9,0.7215857688110046
1.4760000000000003e-9,-1.1816611673354875e-9,2.75839045198669e-9,0.9646200069923246
1.4760000000000003e-9,-1.3108289106758291e-9,2.699401520140422e-9,0.4258037088710741
1.5990000000000002e-9,-1.3754317519008954e-9,2.6670636467588913e-9,0.26572850792984004
1.5990000000000002e-9,-1.5000621684194457e-9,2.599010290644643e-9,0.17575424347965662
1.4760000000000003e-9,-1.5621934515357802e-9,2.562146096532891e-9,0.471877909239652
1.4760000000000003e-9,-1.6816514531978078e-9,2.485375100454196e-9,0.6757014809903512
1.5990000000000002e-9,-1.7409945714284111e-9,2.4441724370953875e-9,0.5666284445909032
1.5990000000000002e-9,-1.8546714276396704e-9,2.3590750084507763e-9,0.4549475786344934
1.4760000000000003e-9,-1.9109239820567017e-9,2.3137438351728916e-9,0.25810661367002985
1.4760000000000003e-9,-2.018240421615006e-9,2.2207536109526614e-9,0.5274002190870904
1.5990000000000002e-9,-2.0711157620953977e-9,2.171524925023888e-9,0.7398738985370686
1.5990000000000002e-9,-2.171524925023887e-9,2.0711157620953985e-9,0.792093068755309
1.4760000000000003e-9,-2.2207536109526585e-9,2.0182404216150094e-9,0.4657792321881049
1.4760000000000003e-9,-2.3137438351728887e-9,1.910923982056705e-9,0.8387378349078991
1.5990000000000002e-9,-2.3590750084507755e-9,1.8546714276396715e-9,0.3625608768891283
1.5990000000000002e-9,-2.4441724370953867e-9,1.7409945714284122e-9,0.373358287552065
1.4760000000000003e-9,-2.4853751004541962e-9,1.6816514531978063e-9,0.07271338238056557
1.4760000000000003e-9,-2.5621460965328914e-9,1.5621934515357787e-9,0.756975828922335
1.5990000000000002e-9,-2.5990102906446425e-9,1.500062168419447e-9,0.491090479799131
1.5990000000000002e-9,-2.667063646758891e-9,1.3754317519008966e-9,0.12785173868255406
1.4760000000000003e-9,-2.6994015201404203e-9,1.3108289106758326e-9,0.7780900998935979
1.4760000000000003e-9,-2.7583904519866882e-9,1.181661167335491e-9,0.033260017485743365
1.5990000000000002e-9,-2.78603721824775e-9,1.114915969272277e-9,0.45337626566477685
1.5990000000000002e-9,-2.835661131750822e-9,9.818691083223108e-10,0.3317960994936131
1.4760000000000003e-9,-2.858475909307751e-9,9.133216716509188e-10,0.020971169705635062
1.4760000000000003e-9,-2.898481932379234e-9,7.770736693976602e-10,0.49415940997107355
1.5990000000000002e-9,-2.9163484623552172e-9,7.07073296142884e-10,0.8972213480568183
1.5990000000000002e-9,-2.9465327334717396e-9,5.683184411749795e-10,0.7007063407605401
1.4760000000000003e-9,-2.959359972125395e-9,4.972218371934022e-10,0.49863211805846974
1.4760000000000003e-9,-2.9795686791602014e-9,3.5666719244630975e-10,0.29400007564398456
1.5990000000000002e-9,-2.9872912618236158e-9,2.8483664973502695e-10,0.5093229434594013
1.5990000000000002e-9,-2.9974214258379065e-9,1.4319844946037097e-10,0.6297569355894082
1.7220000000000003e-9,-3.0000000000000004e-9,7.1e-11,0.10841804706587155
1.7220000000000003e-9,-3.0000000000000004e-9,-7.1e-11,0.4801136376336711
1.8450000000000001e-9,-2.9974214258379065e-9,-1.4319844946036903e-10,0.8383796057327639
1.8450000000000001e-9,-2.9872912618236158e-9,-2.8483664973502503e-10,0.27798736911494737
1.7220000000000003e-9,-2.9795686791602014e-9,-3.566671924463093e-10,0.1307705873788384
1.7220000000000003e-9,-2.959359972125395e-9,-4.972218371934017e-10,0.36008037145779315
1.8450000000000001e-9,-2.94653273347174e-9,-5.683184411749776e-10,0.04501395402464492
1.8450000000000001e-9,-2.9163484623552176e-9,-7.070732961428824e-10,0.3471118003649394
1.7220000000000003e-9,-2.898481932379234e-9,-7.770736693976598e-10,0.7725820307913064
